Name,Address,Category,Rank,MarketCapUSD,Ticker,Source,URL
Slack,東京都千代田区丸の内1-1-3 日本生命丸の内ガーデンタワー,ForeignTokyoOffice,,,,KnownList,https://slack.com/intl/ja-jp/
Atlassian,東京都港区虎ノ門4-1-1 神谷町トラストタワー,ForeignTokyoOffice,,,,KnownList,https://www.atlassian.com/ja
Datadog,東京都港区六本木1-4-5 アークヒルズサウスタワー,ForeignTokyoOffice,,,,KnownList,https://www.datadoghq.com/ja/
Snowflake,東京都千代田区丸の内1-6-5 丸の内北口ビル,ForeignTokyoOffice,,,,KnownList,https://www.snowflake.com/ja/
ServiceNow,東京都港区赤坂1-12-32 アーク森ビル,ForeignTokyoOffice,,,,KnownList,https://www.servicenow.com/jp/
Workday,東京都港区虎ノ門1-23-1 虎ノ門ヒルズ森タワー,ForeignTokyoOffice,,,,KnownList,https://www.workday.com/ja-jp/
Splunk,東京都千代田区大手町1-1-1 大手町パークビル,ForeignTokyoOffice,,,,KnownList,https://www.splunk.com/ja_jp
Twilio,東京都渋谷区神宮前5-52-2 青山オーバルビル,ForeignTokyoOffice,,,,KnownList,https://www.twilio.com/ja-jp
CrowdStrike,東京都港区虎ノ門1-23-1 虎ノ門ヒルズ森タワー,ForeignTokyoOffice,,,,KnownList,https://www.crowdstrike.jp/
Snyk,東京都渋谷区渋谷2-24-12 渋谷スクランブルスクエア,ForeignTokyoOffice,,,,KnownList,https://snyk.io/
Rubrik,東京都港区虎ノ門1-17-1 虎ノ門ヒルズビジネスタワー,ForeignTokyoOffice,,,,KnownList,https://www.rubrik.com/ja
Palo Alto Networks,東京都千代田区丸の内1-8-1 丸の内トラストタワーN館,ForeignTokyoOffice,,,,KnownList,https://www.paloaltonetworks.jp/
Fortinet,東京都港区六本木7-7-7 Tri-Seven Roppongi,ForeignTokyoOffice,,,,KnownList,https://www.fortinet.com/jp
Qualtrics,東京都千代田区丸の内1-5-1 新丸の内ビルディング,ForeignTokyoOffice,,,,KnownList,https://www.qualtrics.com/
Crunchyroll,東京都渋谷区渋谷2-21-1 渋谷ヒカリエ,ForeignTokyoOffice,,,,KnownList,https://www.crunchyroll.com/
Braze,東京都渋谷区神宮前6-12-18,ForeignTokyoOffice,,,,KnownList,https://www.braze.com/
Dynatrace,東京都千代田区丸の内2-1-1 丸の内MY PLAZA,ForeignTokyoOffice,,,,KnownList,https://www.dynatrace.com/
